PLAYER_ID,PLAYER_NAME_post,TEAM_ID_post,TEAM_ABBREVIATION_post,AGE_post,GP_post,MIN_post,PIE_post,USG_PCT_post,PLAYER_NAME_pre,TEAM_ID_pre,TEAM_ABBREVIATION_pre,AGE_pre,GP_pre,MIN_pre,PIE_pre,USG_PCT_pre,PIE_previous,PIE_following,GP_following,TEAM_ID_following,TEAM_ABBREVIATION_following,season,avg_wins_3yr,PIE_change,USG_change,PIE_diff,POSITION_simplified,OVERALL_PICK,change_team
1629659,Talen Horton-Tucker,1610612762,UTA,22.0,19,29.1,0.11,0.299,Talen Horton-Tucker,1610612762,UTA,22.0,46,16.5,0.092,0.216,0.07,0.089,51.0,1610612762.0,UTA,2022-23,48.333333333333336,0.018000000000000002,0.08299999999999999,-0.021000000000000005,Guard,46.0,False
1630200,Tre Jones,1610612759,SAS,23.0,16,28.7,0.126,0.167,Tre Jones,1610612759,SAS,23.0,52,29.3,0.106,0.196,0.105,0.109,77.0,1610612759.0,SAS,2022-23,33.0,0.020000000000000004,-0.028999999999999998,-0.017,Guard,41.0,False
1630570,Trendon Watford,1610612757,POR,22.0,20,25.1,0.102,0.185,Trendon Watford,1610612757,POR,22.0,42,16.2,0.093,0.138,0.097,0.11,63.0,1610612751.0,BKN,2022-23,34.666666666666664,0.008999999999999994,0.046999999999999986,0.008000000000000007,Guard,61.0,True
1631117,Walker Kessler,1610612762,UTA,21.0,17,28.9,0.139,0.132,Walker Kessler,1610612762,UTA,21.0,57,21.3,0.124,0.128,,0.109,64.0,1610612762.0,UTA,2022-23,48.333333333333336,0.015000000000000013,0.0040000000000000036,-0.030000000000000013,Center,22.0,False
1628380,Zach Collins,1610612759,SAS,25.0,15,28.3,0.123,0.242,Zach Collins,1610612759,SAS,25.0,48,21.2,0.104,0.195,0.107,0.095,69.0,1610612759.0,SAS,2022-23,33.0,0.019000000000000003,0.046999999999999986,-0.027999999999999997,Forward,10.0,False
1641708,Amen Thompson,1610612745,HOU,21.0,27,26.5,0.134,0.172,Amen Thompson,1610612745,HOU,21.0,35,19.2,0.107,0.174,,0.129,69.0,1610612745.0,HOU,2023-24,19.666666666666668,0.02700000000000001,-0.0020000000000000018,-0.0050000000000000044,Guard,4.0,False
1630245,Ayo Dosunmu,1610612741,CHI,24.0,23,37.5,0.092,0.186,Ayo Dosunmu,1610612741,CHI,24.0,53,25.5,0.077,0.157,0.065,0.084,46.0,1610612741.0,CHI,2023-24,39.0,0.015,0.028999999999999998,-0.007999999999999993,Guard,38.0,False
1630595,Cade Cunningham,1610612765,DET,22.0,18,32.1,0.148,0.325,Cade Cunningham,1610612765,DET,22.0,44,34.0,0.117,0.288,0.109,0.152,70.0,1610612765.0,DET,2023-24,20.0,0.030999999999999986,0.03700000000000003,0.0040000000000000036,Guard,1.0,False
1630557,Corey Kispert,1610612764,WAS,25.0,27,32.4,0.082,0.185,Corey Kispert,1610612764,WAS,25.0,53,22.5,0.085,0.195,0.073,0.074,61.0,1610612764.0,WAS,2023-24,34.666666666666664,-0.0030000000000000027,-0.010000000000000009,-0.008000000000000007,Forward,15.0,False
1629018,Gary Trent Jr.,1610612761,TOR,25.0,21,32.4,0.099,0.224,Gary Trent Jr.,1610612761,TOR,25.0,50,26.3,0.066,0.181,0.091,0.07,74.0,1610612749.0,MIL,2023-24,38.666666666666664,0.033,0.04300000000000001,-0.028999999999999998,Guard,37.0,True
1641711,Gradey Dick,1610612761,TOR,20.0,26,28.8,0.06,0.18,Gradey Dick,1610612761,TOR,20.0,34,15.3,0.057,0.149,,0.071,54.0,1610612761.0,TOR,2023-24,38.666666666666664,0.0029999999999999957,0.031,0.010999999999999996,Guard,13.0,False
1630552,Jalen Johnson,1610612737,ATL,22.0,15,33.0,0.134,0.211,Jalen Johnson,1610612737,ATL,22.0,41,34.0,0.112,0.174,0.099,0.135,36.0,1610612737.0,ATL,2023-24,41.666666666666664,0.022000000000000006,0.037000000000000005,0.0010000000000000009,Forward,20.0,False
1628381,John Collins,1610612762,UTA,26.0,16,28.4,0.134,0.216,John Collins,1610612762,UTA,26.0,52,27.8,0.104,0.194,0.086,0.129,40.0,1610612762.0,UTA,2023-24,46.0,0.030000000000000013,0.021999999999999992,-0.0050000000000000044,Forward,19.0,False
1629673,Jordan Poole,1610612764,WAS,25.0,26,31.7,0.106,0.279,Jordan Poole,1610612764,WAS,25.0,52,29.2,0.061,0.244,0.104,0.107,68.0,1610612764.0,WAS,2023-24,34.666666666666664,0.045,0.03500000000000003,0.0010000000000000009,Guard,28.0,False
1630577,Julian Champagnie,1610612759,SAS,23.0,26,25.9,0.07,0.137,Julian Champagnie,1610612759,SAS,23.0,48,16.6,0.066,0.143,0.086,0.079,82.0,1610612759.0,SAS,2023-24,29.666666666666668,0.0040000000000000036,-0.005999999999999978,0.008999999999999994,Forward,61.0,False
1631200,Kris Murray,1610612757,POR,23.0,28,32.2,0.055,0.139,Kris Murray,1610612757,POR,23.0,34,13.1,0.067,0.131,,0.061,69.0,1610612757.0,POR,2023-24,34.0,-0.012000000000000004,0.008000000000000007,0.005999999999999998,Forward,23.0,False
1629632,Coby White,1610612741,CHI,25.0,26,34.1,0.132,0.256,Coby White,1610612741,CHI,25.0,48,32.6,0.088,0.226,0.099,0.112,50.0,1610612766.0,CHA,2024-25,41.666666666666664,0.04400000000000001,0.03,-0.020000000000000004,Guard,7.0,True
1630558,Davion Mitchell,1610612748,MIA,26.0,27,31.5,0.087,0.145,Davion Mitchell,1610612748,MIA,26.0,47,25.0,0.055,0.128,0.064,0.083,70.0,1610612748.0,MIA,2024-25,47.666666666666664,0.031999999999999994,0.016999999999999987,-0.00399999999999999,Guard,9.0,False
1630166,Deni Avdija,1610612757,POR,24.0,20,33.6,0.158,0.254,Deni Avdija,1610612757,POR,24.0,52,28.6,0.112,0.216,0.109,0.149,66.0,1610612757.0,POR,2024-25,27.0,0.046,0.038000000000000006,-0.009000000000000008,Forward,9.0,False
1642270,Donovan Clingan,1610612757,POR,21.0,26,25.2,0.107,0.126,Donovan Clingan,1610612757,POR,21.0,41,16.3,0.104,0.144,,0.139,77.0,1610612757.0,POR,2024-25,27.0,0.0030000000000000027,-0.017999999999999988,0.032000000000000015,Center,7.0,False
1630700,Dyson Daniels,1610612737,ATL,22.0,26,33.6,0.115,0.184,Dyson Daniels,1610612737,ATL,22.0,50,34.0,0.091,0.174,0.08,0.106,76.0,1610612737.0,ATL,2024-25,40.0,0.024000000000000007,0.010000000000000009,-0.009000000000000008,Guard,8.0,False
1642419,Jamison Battle,1610612761,TOR,24.0,20,27.5,0.061,0.145,Jamison Battle,1610612761,TOR,24.0,39,12.6,0.086,0.149,,0.079,61.0,1610612761.0,TOR,2024-25,38.0,-0.024999999999999994,-0.0040000000000000036,0.018000000000000002,Forward,61.0,False
1642367,Jonathan Mogbo,1610612761,TOR,23.0,21,26.0,0.085,0.153,Jonathan Mogbo,1610612761,TOR,23.0,42,17.6,0.081,0.139,,0.101,40.0,1610612761.0,TOR,2024-25,38.0,0.0040000000000000036,0.013999999999999985,0.016,Forward,31.0,False
1630551,Justin Champagnie,1610612764,WAS,24.0,27,25.7,0.105,0.148,Justin Champagnie,1610612764,WAS,24.0,35,18.5,0.096,0.153,0.088,0.106,69.0,1610612764.0,WAS,2024-25,28.333333333333332,0.008999999999999994,-0.0050000000000000044,0.0010000000000000009,Guard,61.0,False
1642276,Kel'el Ware,1610612748,MIA,21.0,26,26.8,0.117,0.156,Kel'el Ware,1610612748,MIA,21.0,38,19.1,0.12,0.181,,0.137,77.0,1610612748.0,MIA,2024-25,47.666666666666664,-0.002999999999999989,-0.024999999999999994,0.020000000000000004,Center,15.0,False
1629640,Keldon Johnson,1610612759,SAS,25.0,28,25.1,0.12,0.215,Keldon Johnson,1610612759,SAS,25.0,49,23.2,0.092,0.202,0.098,0.118,82.0,1610612759.0,SAS,2024-25,26.0,0.027999999999999997,0.012999999999999984,-0.0020000000000000018,Guard,29.0,False
1628989,Kevin Huerter,1610612741,CHI,26.0,23,31.4,0.082,0.173,Kevin Huerter,1610612741,CHI,26.0,46,20.8,0.065,0.169,0.077,0.093,69.0,1610612765.0,DET,2024-25,41.666666666666664,0.017,0.003999999999999976,0.010999999999999996,Guard,19.0,True
1642271,Kyle Filipowski,1610612762,UTA,21.0,28,25.5,0.114,0.222,Kyle Filipowski,1610612762,UTA,21.0,44,18.3,0.091,0.15,,0.106,77.0,1610612762.0,UTA,2024-25,39.0,0.023000000000000007,0.07200000000000001,-0.008000000000000007,Center,32.0,False
1642273,Kyshawn George,1610612764,WAS,21.0,20,27.3,0.076,0.174,Kyshawn George,1610612764,WAS,21.0,48,26.2,0.05,0.148,,0.09,48.0,1610612764.0,WAS,2024-25,28.333333333333332,0.025999999999999995,0.025999999999999995,0.013999999999999999,Forward,24.0,False
1641824,Matas Buzelis,1610612741,CHI,20.0,27,26.8,0.087,0.192,Matas Buzelis,1610612741,CHI,20.0,53,14.8,0.07,0.171,,0.097,77.0,1610612741.0,CHI,2024-25,41.666666666666664,0.016999999999999987,0.02099999999999999,0.010000000000000009,Forward,11.0,False
1641733,Nick Smith Jr.,1610612766,CHA,21.0,27,27.8,0.059,0.211,Nick Smith Jr.,1610612766,CHA,21.0,33,18.7,0.071,0.198,0.056,0.067,30.0,1610612747.0,LAL,2024-25,30.333333333333332,-0.011999999999999997,0.012999999999999984,0.008000000000000007,Guard,27.0,True
1629656,Quentin Grimes,1610612755,PHI,25.0,24,33.8,0.117,0.272,Quentin Grimes,1610612755,PHI,25.0,51,23.6,0.096,0.181,0.059,0.092,75.0,1610612755.0,PHI,2024-25,50.666666666666664,0.021000000000000005,0.09100000000000003,-0.02500000000000001,Guard,25.0,False
1631101,Shaedon Sharpe,1610612757,POR,22.0,25,33.4,0.116,0.26,Shaedon Sharpe,1610612757,POR,22.0,47,30.2,0.093,0.244,0.08,0.108,50.0,1610612757.0,POR,2024-25,27.0,0.023000000000000007,0.016000000000000014,-0.008000000000000007,Guard,7.0,False
1641739,Toumani Camara,1610612757,POR,25.0,25,33.4,0.095,0.154,Toumani Camara,1610612757,POR,25.0,53,32.3,0.067,0.138,0.065,0.073,82.0,1610612757.0,POR,2024-25,27.0,0.027999999999999997,0.015999999999999986,-0.022000000000000006,Forward,52.0,False
1630200,Tre Jones,1610612741,CHI,25.0,15,26.8,0.123,0.159,Tre Jones,1610612741,CHI,25.0,31,16.2,0.098,0.119,0.109,0.126,65.0,1610612741.0,CHI,2024-25,41.666666666666664,0.024999999999999994,0.04000000000000001,0.0030000000000000027,Guard,41.0,False
1642258,Zaccharie Risacher,1610612737,ATL,20.0,27,26.0,0.083,0.21,Zaccharie Risacher,1610612737,ATL,20.0,48,23.8,0.063,0.2,,0.07,67.0,1610612737.0,ATL,2024-25,40.0,0.020000000000000004,0.009999999999999981,-0.012999999999999998,Forward,1.0,False
